feature,priv_mean_abs_shap,unpriv_mean_abs_shap,difference
fnlwgt_107236_,,0.0,
fnlwgt_107242_,,0.0,
fnlwgt_107248_,,0.0,
fnlwgt_107265_,,0.0,
fnlwgt_107276_,,0.0,
fnlwgt_107277_,,0.0,
fnlwgt_107287_,,0.0,
fnlwgt_107302_,,0.0,
fnlwgt_107303_,,0.0,
fnlwgt_107306_,,0.0,
fnlwgt_107308_,,0.0,
fnlwgt_107314_,,0.0,
fnlwgt_107327_,,0.0,
fnlwgt_107373_,,0.0,
fnlwgt_107389_,,0.0,
fnlwgt_107410_,,0.0,
fnlwgt_107411_,,0.0,
fnlwgt_107417_,,0.0,
fnlwgt_107425_,,0.0,
fnlwgt_107433_,,0.0,
fnlwgt_107438_,,0.0,
fnlwgt_107443_,,0.0,
fnlwgt_107452_,,0.0,
fnlwgt_107458_,,0.0,
fnlwgt_107460_,,0.0,
fnlwgt_107479_,,0.0,
fnlwgt_107513_,,0.0,
fnlwgt_107548_,,0.0,
fnlwgt_107575_,,0.0,
fnlwgt_107578_,,0.0,
fnlwgt_107584_,,0.0,
fnlwgt_107597_,,0.0,
fnlwgt_107617_,,0.0,
fnlwgt_107620_,,0.0,
fnlwgt_107624_,,0.0,
fnlwgt_107627_,,0.0,
fnlwgt_107630_,,0.0,
fnlwgt_107658_,,0.0,
fnlwgt_107665_,,0.0,
fnlwgt_107682_,,0.0,
fnlwgt_107737_,,0.0,
fnlwgt_107744_,,0.0,
fnlwgt_107746_,,0.0,
fnlwgt_107762_,,0.0,
fnlwgt_107787_,,0.0,
fnlwgt_107793_,,0.0,
fnlwgt_107801_,,0.0,
fnlwgt_107812_,,0.0,
fnlwgt_107814_,,0.0,
fnlwgt_107827_,,0.0,
fnlwgt_107833_,,0.0,
fnlwgt_107843_,,0.0,
fnlwgt_107845_,,0.0,
fnlwgt_107846_,,0.0,
fnlwgt_107850_,,0.0,
fnlwgt_107882_,,0.0,
fnlwgt_107895_,,0.0,
fnlwgt_107909_,,0.0,
fnlwgt_107910_,,0.0,
fnlwgt_107916_,,0.0,
fnlwgt_107991_,,0.0,
fnlwgt_107998_,,0.0,
fnlwgt_108001_,,0.0,
fnlwgt_108019_,,0.0,
fnlwgt_108023_,,0.0,
fnlwgt_108069_,,0.0,
fnlwgt_108082_,,0.0,
fnlwgt_108083_,,0.0,
fnlwgt_108097_,,0.0,
fnlwgt_108100_,,0.0,
fnlwgt_108103_,,0.0,
fnlwgt_108116_,,0.0,
fnlwgt_108140_,,0.0,
fnlwgt_108147_,,0.0,
fnlwgt_108183_,,0.0,
fnlwgt_108185_,,0.0,
fnlwgt_108196_,,9.852268492763422e-06,
fnlwgt_108198_,,0.0,
fnlwgt_108211_,,0.0,
fnlwgt_108233_,,0.0,
fnlwgt_108247_,,0.0004640230319164921,
fnlwgt_108256_,,0.0,
fnlwgt_108273_,,0.0,
fnlwgt_108276_,,0.0,
fnlwgt_108293_,,0.0,
fnlwgt_108301_,,0.0,
fnlwgt_108317_,,0.0,
fnlwgt_108320_,,0.0,
fnlwgt_108328_,,0.0,
fnlwgt_108366_,,0.0,
fnlwgt_108386_,,0.0,
fnlwgt_108390_,,0.0,
fnlwgt_108402_,,0.0,
fnlwgt_108419_,,0.0,
fnlwgt_108426_,,0.0,
fnlwgt_108431_,,0.0,
fnlwgt_108435_,,0.0,
fnlwgt_108438_,,0.0,
fnlwgt_108446_,,0.0,
fnlwgt_108454_,,0.0,
fnlwgt_108464_,,0.0,
fnlwgt_108467_,,0.0,
fnlwgt_108468_,,0.0,
fnlwgt_108470_,,0.0,
fnlwgt_108495_,,0.0,
fnlwgt_108496_,,0.0,
fnlwgt_108502_,,0.0,
fnlwgt_108505_,,0.0,
fnlwgt_108506_,,0.0,
fnlwgt_108510_,,0.0,
fnlwgt_108540_,,0.0,
fnlwgt_108542_,,0.0,
fnlwgt_1085515_,,0.0,
fnlwgt_108557_,,0.0,
fnlwgt_108569_,,0.0,
fnlwgt_108574_,,0.0,
fnlwgt_108594_,,0.0,
fnlwgt_108658_,,0.0,
fnlwgt_108670_,,0.0,
fnlwgt_108681_,,0.0,
fnlwgt_108683_,,0.0,
fnlwgt_108687_,,0.0,
fnlwgt_108699_,,0.0,
fnlwgt_108713_,,0.0,
fnlwgt_108726_,,0.0,
fnlwgt_108741_,,0.0,
fnlwgt_108765_,,0.0,
fnlwgt_108775_,,0.0,
fnlwgt_108779_,,0.0,
fnlwgt_108796_,,0.0,
fnlwgt_108808_,,0.0,
fnlwgt_108815_,,0.0,
fnlwgt_108837_,,0.0,
fnlwgt_108859_,,0.0,
fnlwgt_108887_,,0.0,
fnlwgt_108890_,,0.0,
